Company Name,ISIN,Target Qualification,Country,Region,Sector,Status,Date Committed / Target published,About
ASN Bank,,,Netherlands,Europe,"Banks, Diverse Financials and Insurance",Committed,Jan 2019,
MiljöMatematik Malmö AB,,,Sweden,Europe,Professional Services,Committed,Jan 2019,
"Aeon Co., Ltd.",JP3388200002,2C,Japan,Asia,Food and Staples Retailing,Targets Set,Jan 2019,Japanese retail network AEON commits to reduce absolute scope 1 and 2 GHG emissions 35% by 2030 from a 2010 base-year. AEON also commits that 80% of its suppliers by emissions covering purchased goods and services will set science-based targets by 2021.
Arabesque S-Ray Gmbh,,,Germany,Europe,Professional Services,Committed,Jan 2019,
Stonyfield,US9136741074,2C,United States of America (USA),North America,Food and Beverage Processing,Targets Set,Aug 2019,"Organic yogurt maker Stonyfield commits to reduce absolute Scope 1, 2 GHG emissions 30 % by 2030 from a 2017 base year. Stonyfield commits to reduce absolute Scope 3 GHG emissions 30 % by 2030 from a 2017 base year."
Magazine de Bijenkorf B.V.,,,Netherlands,Europe,Retailing,Committed,Jan 2019,
KYOCERA Corporation,JP3249600002,2C,Japan,Asia,Semiconductors and Semiconductors Equipment,Targets Set,Jun 2019,"Japanese multinational ceramics and electronics manufacturer KYOCERA commits to reduce absolute scope 1, 2, and 3 GHG emissions 30% by 2030 from a 2013 base year."
"J. FRONT RETAILING Co., Ltd.",JP3386380004,Well-below 2C,Japan,Asia,Retailing,Targets Set,Nov 2019,"Holding company J. FRONT RETAILING Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 40% by 2030 from a 2017 base year. J. FRONT RETAILING Co., Ltd. also commits to reduce absolute scope 3 GHG emissions 40% by 2030 from a 2017 base year."
"Navigant Consulting, Inc.",US63935N1072,,United States of America (USA),North America,Professional Services,Committed,Feb 2019,
Synlait Milk Limited,NZSMLE0001S9,,New Zealand,Oceania,Food and Beverage Processing,Committed,Feb 2019,
"FAST RETAILING CO., LTD.",JP3802300008,,Japan,Asia,Retailing,Committed,Feb 2019,
Daxner & Merl GmbH,,1.5C,Austria,Europe,Professional Services,Targets Set,Mar 2019,"The Austrian sustainability consultancy Daxner &amp; Merl commits to reduce absolute scope 1, 2 and 3 GHG emissions 20% and keep active sourcing of 100% of electricity from renewable sources by 2030 from a 2018 base year."
New Belgium Brewing Company,,,United States of America (USA),North America,Food and Beverage Processing,Committed,Feb 2019,
Mowi,NO0003054108,Well-below 2C,Norway,Europe,Food Production - Animal Source Food Production,Targets Set,Nov 2019,Norwegian seafood company Mowi ASA commits to reduce absolute scope 1 and 2 GHG emissions 35% by 2030 and 72% by 2050 from a 2016 base year. Mowi ASA also commits to reduce absolute scope 3 GHG emissions 35% by 2030 and 72% by 2050 from a 2018 base year.
Maersk,,,Denmark,Europe,Air Freight Transportation and Logistics,Committed,Feb 2019,
Greenstone+,,,United Kingdom (UK),Europe,Software and Services,Committed,Feb 2019,
Henkel AG & Co. KGaA,DE0006048432,1.5C,Germany,Europe,Consumer Products and Durables,Targets Set,Mar 2020,"Henkel commits to reduce scope 1 and 2 GHG emissions 67% per ton of product by 2030 from a 2017 base year. Henkel also commits to increase annual sourcing of renewable electricity from 6% in 2017 to 100% by 2030. Furthermore, Henkel commits to reduce scope 3 GHG emissions from purchased goods and services 30% per ton of product by 2030 from a 2017 base year."
"TOPPAN PRINTING CO., LTD.",JP3629000005,2C,Japan,Asia,Commercial services and supplies,Targets Set,Feb 2019,Japanese global printing company TOPPAN PRINTING commits to reduce absolute Scope 1+2 GHG emissions 30 % by 2030 from a 2017 base-year. TOPPAN PRINTING also commits to reduce absolute Scope 3 GHG emissions 20 % by 2030 from a 2017 base-year.
Koninklijke Ahold Delhaize N.V.,NL0011794037,,Netherlands,Europe,Food and Staples Retailing,Committed,Feb 2019,
Compass Group PLC,GB00BLNN3L44,,United Kingdom (UK),Europe,Hospitality,Committed,Feb 2019,
Royal DSM,NL0000009827,2C,Netherlands,Europe,Chemicals,Targets Set,Mar 2019,"Dutch multinational DSM commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2016 base year. DSM also commits to reduce scope 3 GHG emissions from purchased goods and services, upstream transportation and distribution and waste generated in operations 28% per ton of product produced by 2030 from a 2016 base year"
Klabin S.A.,BRKLBNCDAM18,,Brazil,Latin America,Forest and Paper Products,Committed,Mar 2019,
Chobani,,,United States of America (USA),North America,Food and Beverage Processing,Committed,Mar 2019,
"ONO PHARMACEUTICAL CO., LTD.",JP3197600004,1.5C,Japan,Asia,Pharmaceuticals and Biotech,Targets Set,Jun 2019,"Japanese pharmaceutical  company Ono Pharmaceutical Co., Ltd. commits to reduce  absolute scope 1 and 2 GHG emissions 55% by 2030 and 100% by 2050 from a 2017 base year. Ono Pharmaceutical Co., Ltd. also commits to reduce absolute scope 3 GHG emissions 30% by 2030 and 60% by 2050 from a 2017 base year."
"MITSUBISHI ESTATE CO., LTD.",JP3899600005,Well-below 2C,Japan,Asia,Real Estate,Targets Set,May 2019,"Real estate development company MITSUBISHI ESTATE CO., LTD. commits to reduce absolute scope 1+2+3 GHG emissions 35 % by 2030 and 87% by 2050 from a 2017 base year."
Accenture PLC,IE00B4BNMY34,1.5C,Ireland,Europe,Professional Services,Targets Set,Dec 2018,"Global management consulting and professional services firm Accenture commits to reduce absolute scope 1, 2 and 3 GHG emissions 11% by 2025 from a 2016 base-year. This target includes a 65% reduction in scope 1 and 2 emissions, and represents a 40% per unit of revenue intensity reduction for scope 1, 2 and 3 GHG emissions over the same time period."
Fortune Parts Industry Public Company Limited,TH3786010Z01,,Thailand,Asia,Automobiles and Components,Committed,Mar 2019,
Gujarat Fluorochemicals Ltd. (GFL),INE538A01037,,India,Asia,Chemicals,Committed,Mar 2019,
Hong Kong Broadband Network Limited,KYG451581055,,Hong Kong,Asia,Telecommunications,Committed,Mar 2019,
Decathlon,FR0124392772,1.5C,France,Europe,Retailing,Targets Set,Sep 2019, French sporting goods retailer Decathlon commits to reduce absolute scope 1 and 2 GHG emissions 75% by 2026 from a 2016 base year. Decathlon commits to increase annual sourcing of renewable electricity from 20% in 2016 to 100% by 2026. Decathlon also commits that 90% of its suppliers by spend covering purchased goods and services will set science-based targets by 2024
SMART Global Holdings Inc.,KYG8232Y1017,,United States of America (USA),North America,Technology Hardware and Equipment,Committed,Aug 2018,
SOK Corporation,,Well-below 2C,Finland,Europe,Retailing,Targets Set,Jul 2019,Finnish co-operative retail company group S Group commits to reduce absolute Scope 1 and 2 GHG emissions 40% by 2025 and 60% by 2030 from a 2015 base year. S Group commits that 67% of its suppliers by spend covering purchased goods and services will set science-based targets by 2023. S Group commits to reduce the GHG emissions intensity per liter of fuel sold by more than 21% by the end of 2030 from a 2015 baseline.
ARÇELİK A.Ş.,TRAARCLK91H5,,Turkey,Asia,Consumer Products and Durables,Committed,Apr 2017,
Vakifbank,,,Turkey,Asia,"Banks, Diverse Financials and Insurance",Committed,Mar 2019,
"Furukawa Electric Co., Ltd.",JP3827200001,2C,Japan,Asia,Electrical Equipment and Machinery,Targets Set,Aug 2019,"Japanese electric and electronics equipment company Furukawa Electric Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 26% by FY30 from a FY17 base year. Furukawa Electric Co., Ltd. Also commits to reduce absolute scope 3 GHG emissions 20% within the same timeframe."
Nikon Corporation,JP3657400002,2C,Japan,Asia,Technology Hardware and Equipment,Targets Set,Nov 2019,"Japanese multinational corporation Nikon Corporation commits to reduce absolute scope 1 and 2 GHG emissions 26% by FY 2030 from a FY 2013 base year. Nikon Corporation also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, upstream transportation &amp; distribution and use of sold products 31% by FY 2030 from a FY 2013 base year."
HNI Corporation,US4042511000,,United States of America (USA),North America,Consumer Products and Durables,Committed,Mar 2019,
Millennium & Copthorne Hotels plc.,GB0005622542,Well-below 2C,United Kingdom (UK),Europe,Hospitality,Targets Set,Mar 2019,"Global hospitality management and real estate group Millennium &amp; Copthorne Hotels plc commits to reduce absolute scope 1, 2, and 3 GHG emissions 27% by 2030 from a 2017 base year. The target covers scope 3 emissions from fuel- and energy-related activities, waste, business travel, employee commuting, upstream leased assets, franchises and investments.”"
Hersha Hotels & Resorts,,,United States of America (USA),North America,Real Estate,Committed,Apr 2019,
MGM Resorts International,US5529531015,,United States of America (USA),North America,Hospitality,Committed,Apr 2019,
Klövern AB,SE0000331225,,Sweden,Europe,Real Estate,Committed,Apr 2019,
Port of Rotterdam Authority,,,Netherlands,Europe,Water Transportation,Committed,Apr 2019,
KAYSERİ ULAŞIM A.Ş.,,,Turkey,Asia,Ground Transportation - Railroads,Committed,Apr 2019,
British American Tobacco,GB0002875804,2C,United Kingdom (UK),Europe,Tobacco,Targets Set,Apr 2019,"British multinational cigarette and tobacco manufacturing company British American Tobacco commits to reduce absolute scope 1 and 2 GHG emissions 30% and scope 3 GHG emissions from purchased goods and services 16% by 2030 from a 2017 base year. British American Tobacco also commits that 70% of its direct materials suppliers by spend will set science-based scope 1 and 2 targets by 2023.

* The target boundary includes biogenic emissions and removals associated with the use of bioenergy."
Vestas,DK0010268606,,Denmark,Europe,Electric Utilities and Energy Related,Committed,Apr 2019,
PayPal,US70450Y1038,,United States of America (USA),North America,Software and Services,Committed,Apr 2019,
Shree Cement Ltd.,INE070A01015,2C,India,Asia,Construction Materials,Targets Set,Oct 2019,Indian cement manufacturer Shree Cement commits to reduce scope 1 GHG emissions 12.7% per ton of cementitious materials by 2030 from a 2019 base year. Shree Cement also commits to reduce scope 2 GHG emissions 27.1% per ton of cementitious materials within the same timeframe.
ERG spa,IT0001157020,,Italy,Europe,Electric Utilities and Energy Related,Committed,Apr 2019,
Adva Optical Networking SE,DE0005103006,2C,Germany,Europe,Technology Hardware and Equipment,Targets Set,Apr 2019,European telecommunications vendor  ADVA Optical Networking SE commits to reduce absolute scope 1 and 2 GHG emissions 20% by 2032 from a 2016 base year.  ADVA also commits to reduce scope 3 GHG emissions 30% per product and 3% in absolute emissions terms by 2032 from a 2016 base year
Intuit,US4612021034,1.5C,United States of America (USA),North America,Software and Services,Targets Set,Apr 2019," B usiness and financial software company Intuit commits to reduce absolute scope 1, 2 and 3 GHG emissions 50% by 2025 from a 2012 base year. Intuit commits to increase annual sourcing of renewable electricity from 32% in 2015 to 100% by 2030."
"CASIO COMPUTER CO., LTD.",JP3209000003,,Japan,Asia,Consumer Products and Durables,Committed,Apr 2019,
WAKE-UP TECHNOLOGY PRIVATE LIMITED,,,India,Asia,Software and Services,Committed,Apr 2019,
Sonae Sierra,PTSOA0AE0008,,Portugal,Europe,Real Estate,Committed,Apr 2019,
LITE-ON technology corp.,TW0002301009,2C,"Taiwan, Province of China",Asia,Technology Hardware and Equipment,Targets Set,Apr 2019,"Computer software, hardware &amp; components marketer Lite-On Technology Corporation commits to reduce scope 1 and 2 GHG emissions 39% per million NT dollar revenue by 2025 from a 2014 base year. Lite-On also commits to reduce scope 3 GHG emissions 29% per unit of product sales from use of sold products by 2023 from a 2016 base year."
GROUPE RENAULT,FR0000131906,Well-below 2C,France,Europe,Automobiles and Components,Targets Set,May 2019,"Multinational automobile manufacturer GROUPE RENAULT commits to reduce scope 1 and 2 GHG emissions 60% per car produced by 2030 from a 2012 base-year.

GROUPE RENAULT commits to reduce scope 3 GHG emissions from use of sold products 41% per vehicle kilometer by 2030 from a 2010 base-year."
Virgin West Coast Trains Ltd,,,United Kingdom (UK),Europe,Ground Transportation - Railroads,Committed,May 2019,
HeidelbergCement AG,DE0006047004,2C,Germany,Europe,Construction Materials,Targets Set,May 2019,"German multinational building materials company HeidelbergCement commits to reduce scope 1 GHG emissions 15% per ton of cementitious materials by 2030 from a 2016 base year. HeidelbergCement also commits to reduce scope 2 GHG emissions 65% per ton of cementitious materials within the same timeframe.*

*The target boundary includes biogenic emissions and removals associated with the use of bioenergy.”"
Keurig Dr Pepper,US26138E1091,,United States of America (USA),North America,Food and Beverage Processing,Committed,May 2019,
"The HAVI Group, LP",,2C,United States of America (USA),North America,Air Freight Transportation and Logistics,Targets Set,May 2019,"Supply chain management company HAVI commits to reduce scope 1, 2 and 3 GHG emissions 40% per metric ton of goods delivered by 2030 from a 2015 base year.*

*The target boundary includes biogenic emissions and removals associated with the use of bioenergy."
Agility,,,Kuwait,Asia,Air Freight Transportation and Logistics,Committed,May 2019,
Nexity SA,FR0010112524,,France,Europe,Real Estate,Committed,May 2019,
Slaughter and May,,,United Kingdom (UK),Europe,Professional Services,Committed,May 2019,
Delphi Technologies,JE00BD85SC56,,United Kingdom (UK),Europe,Automobiles and Components,Committed,Jun 2019,
"Far EasTone Telecommunications Co., Ltd.",TW0004904008,2C,"Taiwan, Province of China",Asia,Telecommunications,Targets Set,Aug 2019,Telecommunications company  Far EasTone commits to reduce absolute scope 1 and 2 GHG emissions 20% by 2030 from a 2016 base year. Far EasTone also commit to reduce absolute scope 3 emissions 17% within the same timeframe
